15,23,43,60,77,90,102,113
15,23,43,60,78,89,101,114
15,23,45,58,75,92,102,113
15,23,45,58,78,89,99,116
15,23,46,57,75,92,101,114
15,23,46,57,77,90,99,116
15,23,51,60,85,90,102,105
15,23,51,60,86,89,101,106
15,23,53,58,83,92,102,105
15,23,53,58,86,89,99,108
15,23,54,57,83,92,101,106
15,23,54,57,85,90,99,108
15,27,39,60,77,86,106,113
15,27,39,60,78,85,105,114
15,27,45,54,71,92,106,113
15,27,45,54,78,85,99,120
15,27,46,53,71,92,105,114
15,27,46,53,77,86,99,120
15,27,51,60,85,90,102,105
15,27,51,60,86,89,101,106
15,27,53,58,83,92,102,105
15,27,53,58,86,89,99,108
15,27,54,57,83,92,101,106
15,27,54,57,85,90,99,108
15,29,39,58,75,86,108,113
15,29,39,58,78,83,105,116
15,29,43,54,71,90,108,113
15,29,43,54,78,83,101,120
15,29,46,51,71,90,105,116
15,29,46,51,75,86,101,120
15,29,51,60,85,90,102,105
15,29,51,60,86,89,101,106
15,29,53,58,83,92,102,105
15,29,53,58,86,89,99,108
15,29,54,57,83,92,101,106
15,29,54,57,85,90,99,108
15,30,39,57,75,85,108,114
15,30,39,57,77,83,106,116
15,30,43,53,71,89,108,114
15,30,43,53,77,83,102,120
15,30,45,51,71,89,106,116
15,30,45,51,75,85,102,120
15,30,51,60,85,90,102,105
15,30,51,60,86,89,101,106
15,30,53,58,83,92,102,105
15,30,53,58,86,89,99,108
15,30,54,57,83,92,101,106
15,30,54,57,85,90,99,108
15,39,51,60,85,90,102,105
15,39,51,60,86,89,101,106
15,39,53,58,83,92,102,105
15,39,53,58,86,89,99,108
15,39,54,57,83,92,101,106
15,39,54,57,85,90,99,108
15,43,51,60,85,90,102,105
15,43,51,60,86,89,101,106
15,43,53,58,83,92,102,105
15,43,53,58,86,89,99,108
15,43,54,57,83,92,101,106
15,43,54,57,85,90,99,108
15,45,51,60,85,90,102,105
15,45,51,60,86,89,101,106
15,45,53,58,83,92,102,105
15,45,53,58,86,89,99,108
15,45,54,57,83,92,101,106
15,45,54,57,85,90,99,108
15,46,51,60,85,90,102,105
15,46,51,60,86,89,101,106
15,46,53,58,83,92,102,105
15,46,53,58,86,89,99,108
15,46,54,57,83,92,101,106
15,46,54,57,85,90,99,108
15,51,53,58,83,92,102,105
15,51,53,58,86,89,99,108
15,51,53,60,85,90,102,105
15,51,53,60,86,89,101,106
15,51,54,57,83,92,101,106
15,51,54,57,85,90,99,108
15,51,54,60,85,90,102,105
15,51,54,60,86,89,101,106
15,51,57,60,85,90,102,105
15,51,57,60,86,89,101,106
15,51,58,60,85,90,102,105
15,51,58,60,86,89,101,106
15,51,60,71,85,90,102,105
15,51,60,71,86,89,101,106
15,51,60,75,85,90,102,105
15,51,60,75,86,89,101,106
15,51,60,77,85,90,102,105
15,51,60,77,86,89,101,106
15,51,60,78,85,90,102,105
15,51,60,78,86,89,101,106
15,51,60,83,85,90,102,105
15,51,60,83,86,89,101,106
15,51,60,85,86,89,101,106
15,51,60,85,86,90,102,105
15,51,60,85,89,90,102,105
15,51,60,85,90,92,102,105
15,51,60,85,90,99,102,105
15,51,60,85,90,101,102,105
15,51,60,85,90,102,105,106
15,51,60,85,90,102,105,108
15,51,60,85,90,102,105,113
15,51,60,85,90,102,105,114
15,51,60,85,90,102,105,116
15,51,60,85,90,102,105,120
15,51,60,86,89,90,101,106
15,51,60,86,89,92,101,106
15,51,60,86,89,99,101,106
15,51,60,86,89,101,102,106
15,51,60,86,89,101,105,106
15,51,60,86,89,101,106,108
15,51,60,86,89,101,106,113
15,51,60,86,89,101,106,114
15,51,60,86,89,101,106,116
15,51,60,86,89,101,106,120
15,53,54,57,83,92,101,106
15,53,54,57,85,90,99,108
15,53,54,58,83,92,102,105
15,53,54,58,86,89,99,108
15,53,57,58,83,92,102,105
15,53,57,58,86,89,99,108
15,53,58,60,83,92,102,105
15,53,58,60,86,89,99,108
15,53,58,71,83,92,102,105
15,53,58,71,86,89,99,108
15,53,58,75,83,92,102,105
15,53,58,75,86,89,99,108
15,53,58,77,83,92,102,105
15,53,58,77,86,89,99,108
15,53,58,78,83,92,102,105
15,53,58,78,86,89,99,108
15,53,58,83,85,92,102,105
15,53,58,83,86,89,99,108
15,53,58,83,86,92,102,105
15,53,58,83,89,92,102,105
15,53,58,83,90,92,102,105
15,53,58,83,92,99,102,105
15,53,58,83,92,101,102,105
15,53,58,83,92,102,105,106
15,53,58,83,92,102,105,108
15,53,58,83,92,102,105,113
15,53,58,83,92,102,105,114
15,53,58,83,92,102,105,116
15,53,58,83,92,102,105,120
15,53,58,85,86,89,99,108
15,53,58,86,89,90,99,108
15,53,58,86,89,92,99,108
15,53,58,86,89,99,101,108
15,53,58,86,89,99,102,108
15,53,58,86,89,99,105,108
15,53,58,86,89,99,106,108
15,53,58,86,89,99,108,113
15,53,58,86,89,99,108,114
15,53,58,86,89,99,108,116
15,53,58,86,89,99,108,120
15,54,57,58,83,92,101,106
15,54,57,58,85,90,99,108
15,54,57,60,83,92,101,106
15,54,57,60,85,90,99,108
15,54,57,71,83,92,101,106
15,54,57,71,85,90,99,108
15,54,57,75,83,92,101,106
15,54,57,75,85,90,99,108
15,54,57,77,83,92,101,106
15,54,57,77,85,90,99,108
15,54,57,78,83,92,101,106
15,54,57,78,85,90,99,108
15,54,57,83,85,90,99,108
15,54,57,83,85,92,101,106
15,54,57,83,86,92,101,106
15,54,57,83,89,92,101,106
15,54,57,83,90,92,101,106
15,54,57,83,92,99,101,106
15,54,57,83,92,101,102,106
15,54,57,83,92,101,105,106
15,54,57,83,92,101,106,108
15,54,57,83,92,101,106,113
15,54,57,83,92,101,106,114
15,54,57,83,92,101,106,116
15,54,57,83,92,101,106,120
15,54,57,85,86,90,99,108
15,54,57,85,89,90,99,108
15,54,57,85,90,92,99,108
15,54,57,85,90,99,101,108
15,54,57,85,90,99,102,108
15,54,57,85,90,99,105,108
15,54,57,85,90,99,106,108
15,54,57,85,90,99,108,113
15,54,57,85,90,99,108,114
15,54,57,85,90,99,108,116
15,54,57,85,90,99,108,120
23,27,39,60,77,86,106,113
23,27,39,60,78,85,105,114
23,27,43,60,77,90,102,113
23,27,43,60,78,89,101,114
23,27,45,54,71,92,106,113
23,27,45,54,78,85,99,120
23,27,45,58,75,92,102,113
23,27,45,58,78,89,99,116
23,27,46,53,71,92,105,114
23,27,46,53,77,86,99,120
23,27,46,57,75,92,101,114
23,27,46,57,77,90,99,116
23,29,39,58,75,86,108,113
23,29,39,58,78,83,105,116
23,29,43,54,71,90,108,113
23,29,43,54,78,83,101,120
23,29,43,60,77,90,102,113
23,29,43,60,78,89,101,114
23,29,45,58,75,92,102,113
23,29,45,58,78,89,99,116
23,29,46,51,71,90,105,116
23,29,46,51,75,86,101,120
23,29,46,57,75,92,101,114
23,29,46,57,77,90,99,116
23,30,39,57,75,85,108,114
23,30,39,57,77,83,106,116
23,30,43,53,71,89,108,114
23,30,43,53,77,83,102,120
23,30,43,60,77,90,102,113
23,30,43,60,78,89,101,114
23,30,45,51,71,89,106,116
23,30,45,51,75,85,102,120
23,30,45,58,75,92,102,113
23,30,45,58,78,89,99,116
23,30,46,57,75,92,101,114
23,30,46,57,77,90,99,116
23,39,43,60,77,90,102,113
23,39,43,60,78,89,101,114
23,39,45,58,75,92,102,113
23,39,45,58,78,89,99,116
23,39,46,57,75,92,101,114
23,39,46,57,77,90,99,116
23,43,45,58,75,92,102,113
23,43,45,58,78,89,99,116
23,43,45,60,77,90,102,113
23,43,45,60,78,89,101,114
23,43,46,57,75,92,101,114
23,43,46,57,77,90,99,116
23,43,46,60,77,90,102,113
23,43,46,60,78,89,101,114
23,43,51,60,77,90,102,113
23,43,51,60,78,89,101,114
23,43,53,60,77,90,102,113
23,43,53,60,78,89,101,114
23,43,54,60,77,90,102,113
23,43,54,60,78,89,101,114
23,43,57,60,77,90,102,113
23,43,57,60,78,89,101,114
23,43,58,60,77,90,102,113
23,43,58,60,78,89,101,114
23,43,60,71,77,90,102,113
23,43,60,71,78,89,101,114
23,43,60,75,77,90,102,113
23,43,60,75,78,89,101,114
23,43,60,77,78,89,101,114
23,43,60,77,78,90,102,113
23,43,60,77,83,90,102,113
23,43,60,77,85,90,102,113
23,43,60,77,86,90,102,113
23,43,60,77,89,90,102,113
23,43,60,77,90,92,102,113
23,43,60,77,90,99,102,113
23,43,60,77,90,101,102,113
23,43,60,77,90,102,105,113
23,43,60,77,90,102,106,113
23,43,60,77,90,102,108,113
23,43,60,77,90,102,113,114
23,43,60,77,90,102,113,116
23,43,60,77,90,102,113,120
23,43,60,78,83,89,101,114
23,43,60,78,85,89,101,114
23,43,60,78,86,89,101,114
23,43,60,78,89,90,101,114
23,43,60,78,89,92,101,114
23,43,60,78,89,99,101,114
23,43,60,78,89,101,102,114
23,43,60,78,89,101,105,114
23,43,60,78,89,101,106,114
23,43,60,78,89,101,108,114
23,43,60,78,89,101,113,114
23,43,60,78,89,101,114,116
23,43,60,78,89,101,114,120
23,45,46,57,75,92,101,114
23,45,46,57,77,90,99,116
23,45,46,58,75,92,102,113
23,45,46,58,78,89,99,116
23,45,51,58,75,92,102,113
23,45,51,58,78,89,99,116
23,45,53,58,75,92,102,113
23,45,53,58,78,89,99,116
23,45,54,58,75,92,102,113
23,45,54,58,78,89,99,116
23,45,57,58,75,92,102,113
23,45,57,58,78,89,99,116
23,45,58,60,75,92,102,113
23,45,58,60,78,89,99,116
23,45,58,71,75,92,102,113
23,45,58,71,78,89,99,116
23,45,58,75,77,92,102,113
23,45,58,75,78,89,99,116
23,45,58,75,78,92,102,113
23,45,58,75,83,92,102,113
23,45,58,75,85,92,102,113
23,45,58,75,86,92,102,113
23,45,58,75,89,92,102,113
23,45,58,75,90,92,102,113
23,45,58,75,92,99,102,113
23,45,58,75,92,101,102,113
23,45,58,75,92,102,105,113
23,45,58,75,92,102,106,113
23,45,58,75,92,102,108,113
23,45,58,75,92,102,113,114
23,45,58,75,92,102,113,116
23,45,58,75,92,102,113,120
23,45,58,77,78,89,99,116
23,45,58,78,83,89,99,116
23,45,58,78,85,89,99,116
23,45,58,78,86,89,99,116
23,45,58,78,89,90,99,116
23,45,58,78,89,92,99,116
23,45,58,78,89,99,101,116
23,45,58,78,89,99,102,116
23,45,58,78,89,99,105,116
23,45,58,78,89,99,106,116
23,45,58,78,89,99,108,116
23,45,58,78,89,99,113,116
23,45,58,78,89,99,114,116
23,45,58,78,89,99,116,120
23,46,51,57,75,92,101,114
23,46,51,57,77,90,99,116
23,46,53,57,75,92,101,114
23,46,53,57,77,90,99,116
23,46,54,57,75,92,101,114
23,46,54,57,77,90,99,116
23,46,57,58,75,92,101,114
23,46,57,58,77,90,99,116
23,46,57,60,75,92,101,114
23,46,57,60,77,90,99,116
23,46,57,71,75,92,101,114
23,46,57,71,77,90,99,116
23,46,57,75,77,90,99,116
23,46,57,75,77,92,101,114
23,46,57,75,78,92,101,114
