"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.217391304347826,0.108695652173913,0.0434782608695652,0.0869565217391304,0.130434782608696,0.0652173913043478,0.108695652173913,0.239130434782609,48
"2",0.0607476635514019,0.144859813084112,0.172897196261682,0.144859813084112,0.126168224299065,0.154205607476636,0.130841121495327,0.0654205607476635,216
"3",0.0870967741935484,0.125806451612903,0.112903225806452,0.125806451612903,0.12258064516129,0.112903225806452,0.125806451612903,0.187096774193548,312
"4",0.106451612903226,0.145161290322581,0.135483870967742,0.148387096774194,0.138709677419355,0.129032258064516,0.141935483870968,0.0548387096774194,312
"5",0.0967741935483871,0.154838709677419,0.154838709677419,0.151612903225806,0.132258064516129,0.132258064516129,0.129032258064516,0.0483870967741935,312
"6",0.0869565217391304,0.108695652173913,0.217391304347826,0.108695652173913,0.130434782608696,0.239130434782609,0.108695652173913,0,48
"7",0.0451612903225806,0.0935483870967742,0.0870967741935484,0.0935483870967742,0.170967741935484,0.167741935483871,0.174193548387097,0.167741935483871,312
"8",0.380645161290323,0.106451612903226,0.1,0.106451612903226,0.0580645161290323,0.0516129032258065,0.0580645161290323,0.138709677419355,312
"9",0.152173913043478,0.108695652173913,0.0869565217391304,0.108695652173913,0.130434782608696,0.130434782608696,0.130434782608696,0.152173913043478,48
"10",0.1,0.16,0.136,0.16,0.128,0.108,0.128,0.08,252
"11",0.0645161290322581,0.138709677419355,0.145161290322581,0.138709677419355,0.135483870967742,0.145161290322581,0.135483870967742,0.0967741935483871,312
"12",0.167741935483871,0.145161290322581,0.0935483870967742,0.145161290322581,0.125806451612903,0.0741935483870968,0.12258064516129,0.125806451612903,312
"13",0.493548387096774,0.12258064516129,0.132258064516129,0.125806451612903,0.032258064516129,0.0419354838709677,0.032258064516129,0.0193548387096774,312
"14",0.157142857142857,0.142857142857143,0.157142857142857,0.142857142857143,0.114285714285714,0.128571428571429,0.114285714285714,0.0428571428571429,72
"15",0.116129032258065,0.119354838709677,0.148387096774194,0.119354838709677,0.125806451612903,0.154838709677419,0.125806451612903,0.0903225806451613,312
"16",0.130434782608696,0.0869565217391304,0.130434782608696,0.0869565217391304,0.152173913043478,0.217391304347826,0.173913043478261,0.0217391304347826,48
"17",0.116129032258065,0.112903225806452,0.0870967741935484,0.112903225806452,0.132258064516129,0.109677419354839,0.132258064516129,0.196774193548387,312
"18",0.0806451612903226,0.138709677419355,0.151612903225806,0.138709677419355,0.138709677419355,0.154838709677419,0.138709677419355,0.0580645161290323,312
"19",0.173913043478261,0.130434782608696,0.130434782608696,0.130434782608696,0.0869565217391304,0.0869565217391304,0.108695652173913,0.152173913043478,48
"20",0.0825242718446602,0.111650485436893,0.101941747572816,0.111650485436893,0.160194174757282,0.150485436893204,0.160194174757282,0.121359223300971,208
"21",0.13855421686747,0.144578313253012,0.150602409638554,0.144578313253012,0.120481927710843,0.126506024096386,0.120481927710843,0.0542168674698795,168
"22",0.152173913043478,0.130434782608696,0,0.130434782608696,0.195652173913043,0.0434782608695652,0.195652173913043,0.152173913043478,48
"23",0.0869565217391304,0.108695652173913,0.130434782608696,0.108695652173913,0.173913043478261,0.195652173913043,0.152173913043478,0.0434782608695652,48
"24",0.0806451612903226,0.158064516129032,0.12258064516129,0.158064516129032,0.138709677419355,0.103225806451613,0.138709677419355,0.1,312
