"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"25",0.0955056179775281,0.168539325842697,0.123595505617978,0.168539325842697,0.117977528089888,0.0730337078651685,0.117977528089888,0.134831460674157,180
"26",0.0741935483870968,0.106451612903226,0.0870967741935484,0.106451612903226,0.154838709677419,0.138709677419355,0.154838709677419,0.17741935483871,312
"27",0.248387096774194,0.161290322580645,0.138709677419355,0.158064516129032,0.0903225806451613,0.067741935483871,0.0870967741935484,0.0483870967741935,312
"28",0.162650602409639,0.13855421686747,0.13855421686747,0.13855421686747,0.120481927710843,0.120481927710843,0.120481927710843,0.0602409638554217,168
"29",0.107692307692308,0.138461538461538,0.0923076923076923,0.138461538461538,0.153846153846154,0.107692307692308,0.153846153846154,0.107692307692308,132
"30",0.0869565217391304,0.130434782608696,0.173913043478261,0.130434782608696,0.130434782608696,0.173913043478261,0.108695652173913,0.0652173913043478,48
"31",0.62258064516129,0.0483870967741935,0.0161290322580645,0.0516129032258065,0.0516129032258065,0.0193548387096774,0.0516129032258065,0.138709677419355,312
"32",0.0774193548387097,0.151612903225806,0.161290322580645,0.151612903225806,0.125806451612903,0.135483870967742,0.12258064516129,0.0741935483870968,312
"33",0.0652173913043478,0.152173913043478,0.130434782608696,0.152173913043478,0.108695652173913,0.108695652173913,0.130434782608696,0.152173913043478,48
"34",0.0754716981132075,0.132075471698113,0.160377358490566,0.132075471698113,0.113207547169811,0.150943396226415,0.122641509433962,0.113207547169811,108
"35",0.135483870967742,0.154838709677419,0.151612903225806,0.154838709677419,0.12258064516129,0.116129032258065,0.12258064516129,0.0419354838709677,312
"36",0.116129032258065,0.148387096774194,0.125806451612903,0.148387096774194,0.125806451612903,0.106451612903226,0.125806451612903,0.103225806451613,312
"37",0.0985915492957746,0.126760563380282,0.169014084507042,0.126760563380282,0.105633802816901,0.147887323943662,0.112676056338028,0.112676056338028,144
"38",0.0709677419354839,0.119354838709677,0.132258064516129,0.119354838709677,0.145161290322581,0.158064516129032,0.145161290322581,0.109677419354839,312
"39",0.138709677419355,0.116129032258065,0.116129032258065,0.116129032258065,0.135483870967742,0.135483870967742,0.135483870967742,0.106451612903226,312
"40",0.129032258064516,0.129032258064516,0.119354838709677,0.129032258064516,0.138709677419355,0.125806451612903,0.138709677419355,0.0903225806451613,312
"41",0.1,0.128571428571429,0.114285714285714,0.128571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.1,72
"42",0.0903225806451613,0.148387096774194,0.154838709677419,0.148387096774194,0.132258064516129,0.138709677419355,0.132258064516129,0.0548387096774194,312
"43",0.137931034482759,0.103448275862069,0.0689655172413793,0.103448275862069,0.137931034482759,0.103448275862069,0.155172413793103,0.189655172413793,60
"44",0.0765765765765766,0.157657657657658,0.189189189189189,0.153153153153153,0.117117117117117,0.148648648648649,0.117117117117117,0.0405405405405405,224
"45",0.136842105263158,0.152631578947368,0.147368421052632,0.152631578947368,0.110526315789474,0.105263157894737,0.110526315789474,0.0842105263157895,192
"46",0.0806451612903226,0.135483870967742,0.135483870967742,0.135483870967742,0.135483870967742,0.138709677419355,0.138709677419355,0.1,312
"47",0.303225806451613,0.154838709677419,0.161290322580645,0.154838709677419,0.0645161290322581,0.067741935483871,0.0645161290322581,0.0290322580645161,312
"48",0.0580645161290323,0.148387096774194,0.170967741935484,0.145161290322581,0.125806451612903,0.148387096774194,0.125806451612903,0.0774193548387097,312
"49",0.152173913043478,0.130434782608696,0.130434782608696,0.130434782608696,0.108695652173913,0.108695652173913,0.108695652173913,0.130434782608696,48
"50",0.108695652173913,0.130434782608696,0.217391304347826,0.130434782608696,0.0652173913043478,0.152173913043478,0.0652173913043478,0.130434782608696,48
"51",0.103448275862069,0.120689655172414,0.0862068965517241,0.120689655172414,0.155172413793103,0.120689655172414,0.172413793103448,0.120689655172414,60
"52",0.0689655172413793,0.137931034482759,0.0689655172413793,0.120689655172414,0.206896551724138,0.137931034482759,0.189655172413793,0.0689655172413793,60
"53",0.115646258503401,0.136054421768707,0.146258503401361,0.13265306122449,0.13265306122449,0.146258503401361,0.13265306122449,0.0578231292517007,296
"54",0.245283018867925,0.141509433962264,0.169811320754717,0.141509433962264,0.0849056603773585,0.113207547169811,0.0849056603773585,0.0188679245283019,108
"55",0.287096774193548,0.132258064516129,0.0612903225806452,0.132258064516129,0.116129032258065,0.0451612903225806,0.112903225806452,0.112903225806452,312
"56",0.0580645161290323,0.132258064516129,0.158064516129032,0.132258064516129,0.141935483870968,0.167741935483871,0.145161290322581,0.0645161290322581,312
"57",0.135483870967742,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0903225806451613,0.0870967741935484,0.0903225806451613,0.403225806451613,312
"58",0.142857142857143,0.171428571428571,0.1,0.171428571428571,0.142857142857143,0.0571428571428571,0.128571428571429,0.0857142857142857,72
"59",0.0935483870967742,0.0419354838709677,0.032258064516129,0.0419354838709677,0.0483870967741935,0.0387096774193548,0.0483870967741935,0.654838709677419,312
"60",0.0967741935483871,0.116129032258065,0.129032258064516,0.116129032258065,0.135483870967742,0.148387096774194,0.135483870967742,0.12258064516129,312
