"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0.155555555555556,0.0140845070422535,0.0323624595469256,0.0388349514563107,0.029126213592233,0.0222222222222222,0.0129449838187702,0.310679611650485,0.0666666666666667,0.0240963855421687,0.0194174757281553,0.087378640776699,0.407766990291262,0.0869565217391304,0.0453074433656958,0.0444444444444444,0.0550161812297735,0.0258899676375405,0.0888888888888889,0.0390243902439024,0.0545454545454545,0.0444444444444444,0.0222222222222222,0.0226537216828479,0.0225988700564972,0.0226537216828479,0.142394822006472,0.0848484848484849,0.0310077519379845,0.0222222222222222,0.58252427184466,0.0161812297734628,0,0.0285714285714286,0.0550161812297735,0.0517799352750809,0.0425531914893617,0.0226537216828479,0.087378640776699,0.0517799352750809,0.0289855072463768,0.0194174757281553,0.0701754385964912,0.0316742081447964,0.0634920634920635,0.029126213592233,0.200647249190939,0.0161812297734628,0.0666666666666667,0.0666666666666667,0.0350877192982456,0.0350877192982456,0.0443686006825939,0.171428571428571,0.181229773462783,0.0161812297734628,0.103559870550162,0.0579710144927536,0.0647249190938511,0.0453074433656958
"2",0.0666666666666667,0.0469483568075117,0.0550161812297735,0.0647249190938511,0.0679611650485437,0.0666666666666667,0.0323624595469256,0.0711974110032362,0.0888888888888889,0.0763052208835341,0.0453074433656958,0.0809061488673139,0.0841423948220065,0.072463768115942,0.0679611650485437,0.0888888888888889,0.0614886731391586,0.0550161812297735,0.0888888888888889,0.0439024390243902,0.0848484848484849,0.111111111111111,0.0666666666666667,0.058252427184466,0.0734463276836158,0.0517799352750809,0.106796116504854,0.0787878787878788,0.0775193798449612,0.0666666666666667,0.0388349514563107,0.0614886731391586,0.0666666666666667,0.0476190476190476,0.0809061488673139,0.0647249190938511,0.0567375886524823,0.0485436893203883,0.0517799352750809,0.0776699029126214,0.072463768115942,0.0679611650485437,0.0701754385964912,0.0452488687782805,0.0740740740740741,0.0517799352750809,0.103559870550162,0.0420711974110032,0.0888888888888889,0.0444444444444444,0.0701754385964912,0.0350877192982456,0.0716723549488055,0.0761904761904762,0.106796116504854,0.0420711974110032,0.0323624595469256,0.0869565217391304,0.029126213592233,0.0517799352750809
"3",0.0444444444444444,0.0845070422535211,0.0550161812297735,0.0744336569579288,0.0841423948220065,0.0888888888888889,0.0355987055016181,0.0711974110032362,0.0222222222222222,0.072289156626506,0.0614886731391586,0.0647249190938511,0.106796116504854,0.0869565217391304,0.0614886731391586,0.0444444444444444,0.0388349514563107,0.0711974110032362,0.0666666666666667,0.0292682926829268,0.0848484848484849,0,0.0666666666666667,0.0776699029126214,0.0903954802259887,0.0355987055016181,0.0970873786407767,0.0909090909090909,0.0310077519379845,0.0666666666666667,0.0129449838187702,0.0711974110032362,0.0666666666666667,0.0761904761904762,0.0776699029126214,0.0647249190938511,0.0851063829787234,0.0517799352750809,0.0453074433656958,0.0647249190938511,0.0579710144927536,0.0711974110032362,0.0350877192982456,0.0904977375565611,0.0687830687830688,0.0744336569579288,0.119741100323625,0.0809061488673139,0.0888888888888889,0.0888888888888889,0.0350877192982456,0.0350877192982456,0.0580204778156997,0.0761904761904762,0.0420711974110032,0.087378640776699,0.029126213592233,0.0579710144927536,0.0161812297734628,0.0550161812297735
"4",0.0222222222222222,0.07981220657277,0.0550161812297735,0.0550161812297735,0.0744336569579288,0.0888888888888889,0.029126213592233,0.0647249190938511,0.0444444444444444,0.0843373493975904,0.0647249190938511,0.0550161812297735,0.100323624595469,0.0869565217391304,0.0711974110032362,0.0222222222222222,0.0420711974110032,0.058252427184466,0.0666666666666667,0.0341463414634146,0.0848484848484849,0,0.0222222222222222,0.0647249190938511,0.0734463276836158,0.0420711974110032,0.0906148867313916,0.0545454545454545,0.0465116279069767,0.0888888888888889,0.00970873786407767,0.0938511326860841,0.0666666666666667,0.0761904761904762,0.0809061488673139,0.0711974110032362,0.0638297872340425,0.0420711974110032,0.0453074433656958,0.0550161812297735,0.0579710144927536,0.0809061488673139,0.0175438596491228,0.085972850678733,0.0952380952380952,0.0711974110032362,0.103559870550162,0.0647249190938511,0.0888888888888889,0.0888888888888889,0.0350877192982456,0.0175438596491228,0.068259385665529,0.0952380952380952,0.0388349514563107,0.0614886731391586,0.0258899676375405,0.072463768115942,0.0129449838187702,0.0647249190938511
"5",0.0444444444444444,0.0469483568075117,0.0550161812297735,0.0679611650485437,0.0679611650485437,0.0666666666666667,0.0323624595469256,0.0711974110032362,0.0888888888888889,0.0763052208835341,0.0453074433656958,0.0809061488673139,0.087378640776699,0.072463768115942,0.0711974110032362,0.0888888888888889,0.0614886731391586,0.0550161812297735,0.0888888888888889,0.0439024390243902,0.0848484848484849,0.111111111111111,0.0666666666666667,0.058252427184466,0.0734463276836158,0.0517799352750809,0.106796116504854,0.0787878787878788,0.0775193798449612,0.0666666666666667,0.0420711974110032,0.0614886731391586,0.0666666666666667,0.0476190476190476,0.0809061488673139,0.0647249190938511,0.0567375886524823,0.0485436893203883,0.0517799352750809,0.0776699029126214,0.072463768115942,0.0679611650485437,0.0701754385964912,0.0452488687782805,0.0740740740740741,0.0517799352750809,0.103559870550162,0.0420711974110032,0.0888888888888889,0.0222222222222222,0.0701754385964912,0.0175438596491228,0.068259385665529,0.0761904761904762,0.106796116504854,0.0420711974110032,0.0323624595469256,0.0869565217391304,0.029126213592233,0.0517799352750809
"6",0.0666666666666667,0.0610328638497653,0.0711974110032362,0.0711974110032362,0.0711974110032362,0.0222222222222222,0.0550161812297735,0.0355987055016181,0.0888888888888889,0.0843373493975904,0.0744336569579288,0.0809061488673139,0.0161812297734628,0.0579710144927536,0.058252427184466,0.0444444444444444,0.0711974110032362,0.0679611650485437,0.0666666666666667,0.0829268292682927,0.0606060606060606,0.133333333333333,0.0444444444444444,0.0776699029126214,0.0790960451977401,0.0679611650485437,0.0647249190938511,0.0484848484848485,0.108527131782946,0.0666666666666667,0.0355987055016181,0.0809061488673139,0.0666666666666667,0.0571428571428571,0.0776699029126214,0.0809061488673139,0.0425531914893617,0.0679611650485437,0.0711974110032362,0.0647249190938511,0.072463768115942,0.0776699029126214,0.0701754385964912,0.0678733031674208,0.0846560846560847,0.0614886731391586,0.0355987055016181,0.0679611650485437,0.0444444444444444,0.0444444444444444,0.087719298245614,0.105263157894737,0.0750853242320819,0.0571428571428571,0.0906148867313916,0.0453074433656958,0.0355987055016181,0.115942028985507,0.0258899676375405,0.0614886731391586
"7",0.0222222222222222,0.0892018779342723,0.058252427184466,0.0809061488673139,0.0809061488673139,0.133333333333333,0.058252427184466,0.0355987055016181,0.0444444444444444,0.0522088353413655,0.0809061488673139,0.0388349514563107,0.0323624595469256,0.072463768115942,0.0776699029126214,0.111111111111111,0.0453074433656958,0.0938511326860841,0.0444444444444444,0.0634146341463415,0.0606060606060606,0,0.111111111111111,0.058252427184466,0.0508474576271186,0.0453074433656958,0.0485436893203883,0.0848484848484849,0.0465116279069767,0.0888888888888889,0.00647249190938511,0.0679611650485437,0.0666666666666667,0.0857142857142857,0.0679611650485437,0.0550161812297735,0.099290780141844,0.087378640776699,0.0711974110032362,0.0614886731391586,0.0579710144927536,0.0744336569579288,0.0350877192982456,0.0995475113122172,0.0529100529100529,0.0647249190938511,0.0550161812297735,0.106796116504854,0.0444444444444444,0.133333333333333,0.0350877192982456,0.0526315789473684,0.0784982935153584,0.0761904761904762,0.0226537216828479,0.0938511326860841,0.0355987055016181,0.0289855072463768,0.0194174757281553,0.0647249190938511
"8",0.0444444444444444,0.0985915492957746,0.0711974110032362,0.0809061488673139,0.0841423948220065,0.0444444444444444,0.0614886731391586,0.0355987055016181,0.0222222222222222,0.0843373493975904,0.0938511326860841,0.0647249190938511,0.0388349514563107,0.072463768115942,0.0485436893203883,0,0.0517799352750809,0.0841423948220065,0.0444444444444444,0.0682926829268293,0.0606060606060606,0.0222222222222222,0.0444444444444444,0.100323624595469,0.096045197740113,0.0550161812297735,0.0517799352750809,0.0606060606060606,0.062015503875969,0.0666666666666667,0.00970873786407767,0.0906148867313916,0.0888888888888889,0.0857142857142857,0.0744336569579288,0.0841423948220065,0.0709219858156028,0.0711974110032362,0.0647249190938511,0.0517799352750809,0.0579710144927536,0.0809061488673139,0.0350877192982456,0.108597285067873,0.0793650793650794,0.0841423948220065,0.0517799352750809,0.103559870550162,0.0444444444444444,0.0888888888888889,0.0526315789473684,0.105263157894737,0.0648464163822526,0.0666666666666667,0.0258899676375405,0.0906148867313916,0.0323624595469256,0.0869565217391304,0.0129449838187702,0.0647249190938511
"9",0.0444444444444444,0.07981220657277,0.0614886731391586,0.103559870550162,0.0938511326860841,0.111111111111111,0.0809061488673139,0.0355987055016181,0.0222222222222222,0.0763052208835341,0.0776699029126214,0.058252427184466,0.0161812297734628,0.101449275362319,0.0679611650485437,0.133333333333333,0.058252427184466,0.0970873786407767,0.0666666666666667,0.0731707317073171,0.0909090909090909,0.111111111111111,0.111111111111111,0.0711974110032362,0.0451977401129944,0.0809061488673139,0.0550161812297735,0.0666666666666667,0.0930232558139535,0.0888888888888889,0.0194174757281553,0.0711974110032362,0.0222222222222222,0.0476190476190476,0.087378640776699,0.0647249190938511,0.0425531914893617,0.0711974110032362,0.0906148867313916,0.0809061488673139,0.0869565217391304,0.0906148867313916,0.0701754385964912,0.0950226244343891,0.0687830687830688,0.0776699029126214,0.0453074433656958,0.0744336569579288,0.0222222222222222,0,0.087719298245614,0.157894736842105,0.0887372013651877,0.0666666666666667,0.0550161812297735,0.100323624595469,0.0226537216828479,0.0869565217391304,0.0129449838187702,0.0711974110032362
"10",0,0.0892018779342723,0.058252427184466,0.0614886731391586,0.0711974110032362,0.133333333333333,0.0517799352750809,0.029126213592233,0.0666666666666667,0.0642570281124498,0.0841423948220065,0.029126213592233,0.0258899676375405,0.072463768115942,0.087378640776699,0.0888888888888889,0.0485436893203883,0.0809061488673139,0.0666666666666667,0.0731707317073171,0.0666666666666667,0,0.0666666666666667,0.0453074433656958,0.0338983050847458,0.0517799352750809,0.0420711974110032,0.0484848484848485,0.062015503875969,0.111111111111111,0.00323624595469256,0.0906148867313916,0.0666666666666667,0.0857142857142857,0.0711974110032362,0.0614886731391586,0.0851063829787234,0.0809061488673139,0.0711974110032362,0.0517799352750809,0.0579710144927536,0.0841423948220065,0.0350877192982456,0.0995475113122172,0.0793650793650794,0.0614886731391586,0.0420711974110032,0.0906148867313916,0.0444444444444444,0.133333333333333,0.0526315789473684,0.0350877192982456,0.0887372013651877,0.0857142857142857,0.0194174757281553,0.0711974110032362,0.0323624595469256,0.0289855072463768,0.0161812297734628,0.0744336569579288
"11",0.0666666666666667,0.0657276995305164,0.0711974110032362,0.0938511326860841,0.0776699029126214,0.0222222222222222,0.0647249190938511,0.0420711974110032,0.0666666666666667,0.0763052208835341,0.0744336569579288,0.087378640776699,0.0258899676375405,0.0579710144927536,0.0485436893203883,0.0666666666666667,0.0711974110032362,0.0776699029126214,0.0666666666666667,0.0731707317073171,0.0545454545454545,0.133333333333333,0.0666666666666667,0.0938511326860841,0.0903954802259887,0.0614886731391586,0.0679611650485437,0.0787878787878788,0.0930232558139535,0.0444444444444444,0.0388349514563107,0.058252427184466,0.0888888888888889,0.0571428571428571,0.0744336569579288,0.0744336569579288,0.0638297872340425,0.0776699029126214,0.0679611650485437,0.0744336569579288,0.072463768115942,0.0679611650485437,0.087719298245614,0.0678733031674208,0.0582010582010582,0.0647249190938511,0.0517799352750809,0.0809061488673139,0.0444444444444444,0.0444444444444444,0.087719298245614,0.105263157894737,0.0648464163822526,0.0476190476190476,0.0906148867313916,0.0711974110032362,0.0388349514563107,0.101449275362319,0.029126213592233,0.0517799352750809
"12",0.0888888888888889,0.0469483568075117,0.0614886731391586,0.0355987055016181,0.0355987055016181,0,0.0906148867313916,0.0226537216828479,0.111111111111111,0.0522088353413655,0.058252427184466,0.0679611650485437,0.0161812297734628,0.0144927536231884,0.058252427184466,0.0222222222222222,0.0744336569579288,0.0420711974110032,0.0222222222222222,0.0878048780487805,0.0303030303030303,0.0888888888888889,0.0444444444444444,0.0679611650485437,0.0734463276836158,0.0744336569579288,0.0355987055016181,0.0545454545454545,0.0542635658914729,0.0222222222222222,0.0323624595469256,0.0517799352750809,0.0888888888888889,0.0666666666666667,0.0355987055016181,0.0614886731391586,0.0638297872340425,0.0744336569579288,0.0453074433656958,0.058252427184466,0.0579710144927536,0.0420711974110032,0.0701754385964912,0.0226244343891403,0.0423280423280423,0.058252427184466,0.0194174757281553,0.0517799352750809,0.0888888888888889,0.0666666666666667,0.0701754385964912,0.0350877192982456,0.0443686006825939,0.019047619047619,0.0614886731391586,0.0420711974110032,0.0679611650485437,0.0434782608695652,0.0355987055016181,0.0614886731391586
"13",0.0666666666666667,0.0657276995305164,0.0517799352750809,0.0679611650485437,0.0614886731391586,0.111111111111111,0.116504854368932,0.0226537216828479,0.0444444444444444,0.0441767068273092,0.0614886731391586,0.0453074433656958,0.0161812297734628,0.0579710144927536,0.0679611650485437,0.111111111111111,0.0614886731391586,0.0711974110032362,0.0222222222222222,0.0780487804878049,0.0606060606060606,0.0444444444444444,0.133333333333333,0.058252427184466,0.0395480225988701,0.087378640776699,0.0258899676375405,0.0727272727272727,0.0465116279069767,0.0666666666666667,0.0161812297734628,0.0453074433656958,0.0444444444444444,0.0571428571428571,0.0453074433656958,0.0453074433656958,0.0638297872340425,0.0776699029126214,0.0647249190938511,0.0744336569579288,0.072463768115942,0.0550161812297735,0.0701754385964912,0.0497737556561086,0.0264550264550265,0.0744336569579288,0.0258899676375405,0.058252427184466,0.0666666666666667,0.0222222222222222,0.0701754385964912,0.105263157894737,0.0580204778156997,0.0285714285714286,0.0258899676375405,0.0970873786407767,0.0550161812297735,0.0289855072463768,0.0226537216828479,0.0744336569579288
"14",0.0444444444444444,0.0657276995305164,0.0550161812297735,0.0485436893203883,0.0517799352750809,0.0888888888888889,0.110032362459547,0.0161812297734628,0.0666666666666667,0.0522088353413655,0.0614886731391586,0.0355987055016181,0.00647249190938511,0.0434782608695652,0.0776699029126214,0.111111111111111,0.0614886731391586,0.0614886731391586,0.0444444444444444,0.0878048780487805,0.0666666666666667,0.0444444444444444,0.0888888888888889,0.0453074433656958,0.0225988700564972,0.0938511326860841,0.0194174757281553,0.0363636363636364,0.062015503875969,0.0666666666666667,0.0129449838187702,0.0647249190938511,0.0444444444444444,0.0666666666666667,0.0485436893203883,0.0517799352750809,0.049645390070922,0.0679611650485437,0.0647249190938511,0.0647249190938511,0.072463768115942,0.0647249190938511,0.0701754385964912,0.0497737556561086,0.0529100529100529,0.0744336569579288,0.0129449838187702,0.0420711974110032,0.0666666666666667,0.0222222222222222,0.087719298245614,0.087719298245614,0.068259385665529,0.0380952380952381,0.0226537216828479,0.0744336569579288,0.0517799352750809,0.0289855072463768,0.0194174757281553,0.0841423948220065
"15",0.0666666666666667,0.0469483568075117,0.0647249190938511,0.0388349514563107,0.0355987055016181,0,0.0906148867313916,0.0226537216828479,0.111111111111111,0.0522088353413655,0.058252427184466,0.0647249190938511,0.0161812297734628,0.0144927536231884,0.058252427184466,0.0222222222222222,0.0744336569579288,0.0420711974110032,0.0444444444444444,0.0878048780487805,0.0303030303030303,0.0888888888888889,0.0444444444444444,0.0679611650485437,0.0734463276836158,0.0744336569579288,0.0323624595469256,0.0545454545454545,0.062015503875969,0.0222222222222222,0.0323624595469256,0.0517799352750809,0.0888888888888889,0.0666666666666667,0.0355987055016181,0.0614886731391586,0.0709219858156028,0.0744336569579288,0.0453074433656958,0.058252427184466,0.0579710144927536,0.0420711974110032,0.087719298245614,0.0226244343891403,0.0423280423280423,0.058252427184466,0.0194174757281553,0.0517799352750809,0.0666666666666667,0.0666666666666667,0.087719298245614,0.0350877192982456,0.0443686006825939,0.019047619047619,0.058252427184466,0.0453074433656958,0.0679611650485437,0.0434782608695652,0.0355987055016181,0.0647249190938511
"16",0.155555555555556,0.0187793427230047,0.122977346278317,0.0161812297734628,0.0129449838187702,0,0.0776699029126214,0.113268608414239,0.0444444444444444,0.0281124497991968,0.0388349514563107,0.058252427184466,0.00323624595469256,0.0289855072463768,0.0323624595469256,0,0.122977346278317,0.0161812297734628,0.111111111111111,0.0341463414634146,0.0242424242424242,0.0666666666666667,0,0.0323624595469256,0.0621468926553672,0.103559870550162,0.0129449838187702,0.00606060606060606,0.0465116279069767,0.0444444444444444,0.106796116504854,0.0226537216828479,0.0666666666666667,0.0476190476190476,0.00647249190938511,0.0420711974110032,0.0425531914893617,0.0355987055016181,0.0614886731391586,0.0323624595469256,0.0434782608695652,0.0129449838187702,0.105263157894737,0.0180995475113122,0.037037037037037,0.0420711974110032,0.00970873786407767,0.0258899676375405,0.0444444444444444,0.0666666666666667,0.0350877192982456,0.0350877192982456,0.0136518771331058,0,0.0517799352750809,0.0194174757281553,0.336569579288026,0.0434782608695652,0.618122977346278,0.058252427184466
