"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"1",0.113636363636364,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.0227272727272727,0,0.0227272727272727,0.0227272727272727,0,0.0227272727272727,0.0227272727272727,0,0.0227272727272727,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0227272727272727,0,0.0227272727272727,0.0454545454545455,0,0.0454545454545455,0.0681818181818182,0.0454545454545455,0.0454545454545455,0.0227272727272727,0.0454545454545455,0.0909090909090909
"2",0,0.0141509433962264,0.0283018867924528,0.0283018867924528,0.0188679245283019,0.0141509433962264,0.0188679245283019,0.0566037735849057,0.0613207547169811,0.0330188679245283,0.0424528301886792,0.0471698113207547,0.0566037735849057,0.0424528301886792,0.0518867924528302,0.0283018867924528,0.0188679245283019,0.0424528301886792,0.0377358490566038,0.0330188679245283,0.0424528301886792,0.0330188679245283,0.0377358490566038,0.0377358490566038,0.0424528301886792,0.0235849056603774,0.0141509433962264,0.0283018867924528,0.0235849056603774,0.0235849056603774,0.0141509433962264,0.00471698113207547
"3",0.00649350649350649,0.025974025974026,0.0292207792207792,0.0194805194805195,0.0292207792207792,0.025974025974026,0.025974025974026,0.0357142857142857,0.025974025974026,0.0292207792207792,0.0324675324675325,0.0292207792207792,0.025974025974026,0.0357142857142857,0.0357142857142857,0.025974025974026,0.038961038961039,0.025974025974026,0.025974025974026,0.025974025974026,0.0454545454545455,0.0227272727272727,0.0292207792207792,0.0454545454545455,0.0292207792207792,0.0357142857142857,0.0357142857142857,0.0227272727272727,0.025974025974026,0.0292207792207792,0.0357142857142857,0.0876623376623377
"4",0.00649350649350649,0.0324675324675325,0.025974025974026,0.0292207792207792,0.025974025974026,0.0324675324675325,0.038961038961039,0.0454545454545455,0.0292207792207792,0.0324675324675325,0.051948051948052,0.038961038961039,0.0487012987012987,0.0779220779220779,0.025974025974026,0.0422077922077922,0.0194805194805195,0.0422077922077922,0.025974025974026,0.0227272727272727,0.0324675324675325,0.0357142857142857,0.051948051948052,0.051948051948052,0.0227272727272727,0.0162337662337662,0.012987012987013,0.0162337662337662,0.025974025974026,0.0227272727272727,0.0162337662337662,0
"5",0.00324675324675325,0.025974025974026,0.038961038961039,0.0357142857142857,0.0292207792207792,0.025974025974026,0.0292207792207792,0.0487012987012987,0.0454545454545455,0.0422077922077922,0.0487012987012987,0.0454545454545455,0.0454545454545455,0.0551948051948052,0.038961038961039,0.038961038961039,0.0227272727272727,0.0357142857142857,0.038961038961039,0.025974025974026,0.038961038961039,0.0324675324675325,0.0454545454545455,0.038961038961039,0.025974025974026,0.0227272727272727,0.00974025974025974,0.012987012987013,0.025974025974026,0.012987012987013,0.00974025974025974,0.00324675324675325
"6",0,0.0227272727272727,0.0454545454545455,0.0227272727272727,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0681818181818182,0.0454545454545455,0.0454545454545455,0.0227272727272727,0.0681818181818182,0.0454545454545455,0.0227272727272727,0.0681818181818182,0.0227272727272727,0,0.0681818181818182,0.0909090909090909,0,0,0.0681818181818182,0.0909090909090909,0,0.0454545454545455,0,0,0,0.0454545454545455,0,0,0
"7",0.00649350649350649,0.00649350649350649,0.0227272727272727,0.0162337662337662,0.00974025974025974,0.00649350649350649,0.00649350649350649,0.0194805194805195,0.0194805194805195,0.025974025974026,0.0292207792207792,0.012987012987013,0.012987012987013,0.025974025974026,0.012987012987013,0.0227272727272727,0.025974025974026,0.0454545454545455,0.0551948051948052,0.0616883116883117,0.0487012987012987,0.038961038961039,0.051948051948052,0.0422077922077922,0.038961038961039,0.038961038961039,0.0292207792207792,0.0649350649350649,0.0714285714285714,0.051948051948052,0.0292207792207792,0.0487012987012987
"8",0.253246753246753,0.0584415584415584,0.0422077922077922,0.0487012987012987,0.0422077922077922,0.0584415584415584,0.0292207792207792,0.0227272727272727,0.0227272727272727,0.012987012987013,0.025974025974026,0.025974025974026,0.0292207792207792,0.025974025974026,0.0162337662337662,0.0292207792207792,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00649350649350649,0.00649350649350649,0.012987012987013,0.00974025974025974,0.012987012987013,0.00324675324675325,0.0162337662337662,0.0162337662337662,0.012987012987013,0.012987012987013,0.00649350649350649,0.0162337662337662,0.0941558441558442
"9",0.0227272727272727,0.0454545454545455,0,0.0227272727272727,0.0454545454545455,0.0454545454545455,0.0909090909090909,0,0,0.0454545454545455,0,0.0227272727272727,0.0227272727272727,0,0.0227272727272727,0.0454545454545455,0.0909090909090909,0,0.0227272727272727,0.0681818181818182,0,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.0681818181818182,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.0454545454545455,0
"10",0.00403225806451613,0.0201612903225806,0.0362903225806452,0.0443548387096774,0.0443548387096774,0.0201612903225806,0.0362903225806452,0.0282258064516129,0.0403225806451613,0.0564516129032258,0.0443548387096774,0.0241935483870968,0.0362903225806452,0.0403225806451613,0.0403225806451613,0.032258064516129,0.0403225806451613,0.0282258064516129,0.0362903225806452,0.0362903225806452,0.0483870967741935,0.0241935483870968,0.032258064516129,0.0443548387096774,0.0362903225806452,0.0362903225806452,0.0161290322580645,0.0120967741935484,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.0120967741935484
